WKT,latitude,longitude,brightness,scan,track,acq_date,acq_time,acq_datetime,confidence,brightness_2,frp
"POINT (121.12724 12.67501)",12.67501,121.12724,314.88,4.75,1.99,2023-04-27,126,2023/04/27 01:26:00+00,33,292.11,55.2
"POINT (125.18774 1.44899)",1.44899,125.18774,315.45,1.52,1.22,2023-04-27,130,2023/04/27 01:30:00+00,0,296.84,13.9
"POINT (128.69324 1.43828)",1.43828,128.69324,311.88,1.01,1.01,2023-04-27,130,2023/04/27 01:30:00+00,0,295.7,4.68
"POINT (127.44131 -1.45905)",-1.45905,127.44131,324.48,1.05,1.02,2023-04-27,132,2023/04/27 01:32:00+00,0,298.34,15.95
"POINT (122.16325 -2.83125)",-2.83125,122.16325,315.51,2.22,1.44,2023-04-27,132,2023/04/27 01:32:00+00,0,288.3,24.86
"POINT (133.13492 -2.44213)",-2.44213,133.13492,311.62,1.62,1.25,2023-04-27,132,2023/04/27 01:32:00+00,0,289.34,12.36
"POINT (121.24481 30.94176)",30.94176,121.24481,311.86,3.23,1.7,2023-04-27,300,2023/04/27 03:00:00+00,65,295.42,42.29
"POINT (121.24973 30.94049)",30.94049,121.24973,313.89,3.23,1.7,2023-04-27,300,2023/04/27 03:00:00+00,71,295.63,50.19
"POINT (115.93181 28.45642)",28.45642,115.93181,311.34,1.6,1.25,2023-04-27,302,2023/04/27 03:02:00+00,61,294.19,10.46
"POINT (116.12519 28.35172)",28.35172,116.12519,313.66,1.66,1.27,2023-04-27,302,2023/04/27 03:02:00+00,56,296.78,14.33
"POINT (116.11871 28.35224)",28.35224,116.11871,314.83,1.66,1.27,2023-04-27,302,2023/04/27 03:02:00+00,73,297.02,17.3
"POINT (116.40648 27.89201)",27.89201,116.40648,309.52,1.77,1.3,2023-04-27,302,2023/04/27 03:02:00+00,27,291.49,9.7
"POINT (116.40372 27.88063)",27.88063,116.40372,310.25,1.77,1.3,2023-04-27,302,2023/04/27 03:02:00+00,59,292.13,12.3
"POINT (112.54935 27.90103)",27.90103,112.54935,314.79,1.08,1.04,2023-04-27,302,2023/04/27 03:02:00+00,62,294.58,10.15
"POINT (112.5601 27.89931)",27.89931,112.5601,314.93,1.08,1.04,2023-04-27,302,2023/04/27 03:02:00+00,62,293.88,10.44
"POINT (102.20766 27.72543)",27.72543,102.20766,321.74,2.74,1.58,2023-04-27,302,2023/04/27 03:02:00+00,61,302.32,38.45
"POINT (105.92418 25.60026)",25.60026,105.92418,320.48,1.41,1.17,2023-04-27,302,2023/04/27 03:02:00+00,67,298.71,15.74
"POINT (117.77855 30.83956)",30.83956,117.77855,308.31,1.89,1.34,2023-04-27,302,2023/04/27 03:02:00+00,52,294.26,11.61
"POINT (119.79485 30.31301)",30.31301,119.79485,306.97,2.66,1.57,2023-04-27,302,2023/04/27 03:02:00+00,42,294.64,17.95
"POINT (118.01846 30.12527)",30.12527,118.01846,300.92,2.04,1.39,2023-04-27,302,2023/04/27 03:02:00+00,13,287.7,7.04
"POINT (118.55988 30.05403)",30.05403,118.55988,308.46,2.23,1.45,2023-04-27,302,2023/04/27 03:02:00+00,49,296.07,17.59
"POINT (115.89214 30.077)",30.077,115.89214,311.53,1.48,1.2,2023-04-27,302,2023/04/27 03:02:00+00,52,294.82,9.75
"POINT (117.36179 29.64032)",29.64032,117.36179,308.2,1.89,1.34,2023-04-27,302,2023/04/27 03:02:00+00,53,288.96,15.99
"POINT (115.46656 28.86858)",28.86858,115.46656,301.53,1.47,1.2,2023-04-27,302,2023/04/27 03:02:00+00,30,283.84,4.91
"POINT (117.87038 28.38221)",28.38221,117.87038,311.6,2.18,1.43,2023-04-27,302,2023/04/27 03:02:00+00,37,297.39,17.83
"POINT (117.86356 28.38214)",28.38214,117.86356,313.31,2.18,1.43,2023-04-27,302,2023/04/27 03:02:00+00,60,297.52,21.57
"POINT (117.81153 28.35322)",28.35322,117.81153,310.09,2.16,1.43,2023-04-27,302,2023/04/27 03:02:00+00,49,295.98,15.12
"POINT (117.16495 28.26879)",28.26879,117.16495,310.76,1.96,1.37,2023-04-27,302,2023/04/27 03:02:00+00,65,295.8,13.46
"POINT (106.64344 15.61948)",15.61948,106.64344,324.76,1.03,1.02,2023-04-27,304,2023/04/27 03:04:00+00,56,300.6,13.33
"POINT (106.63403 15.62081)",15.62081,106.63403,349.67,1.03,1.02,2023-04-27,304,2023/04/27 03:04:00+00,94,303.94,54.75
"POINT (106.6246 15.62215)",15.62215,106.6246,327.79,1.03,1.02,2023-04-27,304,2023/04/27 03:04:00+00,74,301.1,16.2
"POINT (105.03421 17.01784)",17.01784,105.03421,327.48,1.24,1.11,2023-04-27,304,2023/04/27 03:04:00+00,75,301.27,11.37
"POINT (104.16132 17.74137)",17.74137,104.16132,320.07,1.44,1.19,2023-04-27,304,2023/04/27 03:04:00+00,0,298.01,12.03
"POINT (103.03045 18.10781)",18.10781,103.03045,319.5,1.75,1.3,2023-04-27,304,2023/04/27 03:04:00+00,51,294.46,16.34
"POINT (103.03688 18.10489)",18.10489,103.03688,323.22,1.75,1.3,2023-04-27,304,2023/04/27 03:04:00+00,58,294.61,23.25
"POINT (103.20128 18.12072)",18.12072,103.20128,316.76,1.7,1.28,2023-04-27,304,2023/04/27 03:04:00+00,55,294.44,10.88
"POINT (102.30659 18.2977)",18.2977,102.30659,343.8,2,1.38,2023-04-27,304,2023/04/27 03:04:00+00,91,291.1,110.39
"POINT (102.31156 18.28941)",18.28941,102.31156,337,2,1.38,2023-04-27,304,2023/04/27 03:04:00+00,87,291.48,78.19
"POINT (102.29341 18.2914)",18.2914,102.29341,322.05,2,1.38,2023-04-27,304,2023/04/27 03:04:00+00,66,291.29,26.39
"POINT (102.31264 18.30167)",18.30167,102.31264,322.3,2,1.38,2023-04-27,304,2023/04/27 03:04:00+00,71,290.83,28.19
"POINT (102.33483 18.75115)",18.75115,102.33483,345.77,2.02,1.38,2023-04-27,304,2023/04/27 03:04:00+00,93,293.31,125.43
"POINT (102.02937 18.34556)",18.34556,102.02937,339.11,2.1,1.41,2023-04-27,304,2023/04/27 03:04:00+00,88,291.95,99.33
"POINT (102.00955 18.34775)",18.34775,102.00955,318.55,2.11,1.41,2023-04-27,304,2023/04/27 03:04:00+00,64,291.15,22.76
"POINT (103.08114 18.26126)",18.26126,103.08114,316.47,1.75,1.3,2023-04-27,304,2023/04/27 03:04:00+00,55,292.31,16.17
"POINT (102.13984 18.60672)",18.60672,102.13984,318.41,2.08,1.4,2023-04-27,304,2023/04/27 03:04:00+00,65,292.19,26.63
"POINT (102.3159 18.75336)",18.75336,102.3159,340.33,2.02,1.39,2023-04-27,304,2023/04/27 03:04:00+00,90,293.31,96.98
"POINT (102.34201 18.75424)",18.75424,102.34201,333.13,2.02,1.38,2023-04-27,304,2023/04/27 03:04:00+00,85,292.67,68.67
"POINT (102.32323 18.75631)",18.75631,102.32323,356.12,2.02,1.39,2023-04-27,304,2023/04/27 03:04:00+00,98,293.5,188.67
"POINT (102.15259 18.78759)",18.78759,102.15259,315.4,2.09,1.41,2023-04-27,304,2023/04/27 03:04:00+00,29,293.56,16.8
"POINT (103.73704 18.6286)",18.6286,103.73704,354.92,1.58,1.24,2023-04-27,304,2023/04/27 03:04:00+00,97,296.85,124.36
"POINT (102.58387 18.75189)",18.75189,102.58387,320.82,1.93,1.36,2023-04-27,304,2023/04/27 03:04:00+00,72,292.1,28.98
"POINT (103.7227 18.63033)",18.63033,103.7227,323.55,1.59,1.24,2023-04-27,304,2023/04/27 03:04:00+00,76,295.38,23.06
"POINT (102.32777 18.79318)",18.79318,102.32777,313.46,2.02,1.39,2023-04-27,304,2023/04/27 03:04:00+00,39,292.61,13.39
"POINT (103.65199 18.74177)",18.74177,103.65199,327.21,1.61,1.25,2023-04-27,304,2023/04/27 03:04:00+00,80,295.71,31.21
"POINT (102.00661 18.94742)",18.94742,102.00661,314.4,2.15,1.43,2023-04-27,304,2023/04/27 03:04:00+00,40,292.23,19.05
"POINT (102.11976 18.60893)",18.60893,102.11976,314.82,2.09,1.41,2023-04-27,304,2023/04/27 03:04:00+00,38,290.66,16.35
"POINT (102.86277 18.617)",18.617,102.86277,330.28,1.83,1.33,2023-04-27,304,2023/04/27 03:04:00+00,82,292.82,50.8
"POINT (102.84596 18.61892)",18.61892,102.84596,333.81,1.84,1.33,2023-04-27,304,2023/04/27 03:04:00+00,85,290.44,62.92
"POINT (102.83057 18.63263)",18.63263,102.83057,342.48,1.85,1.33,2023-04-27,304,2023/04/27 03:04:00+00,91,290.68,99.07
"POINT (102.83258 18.64435)",18.64435,102.83258,328.44,1.85,1.33,2023-04-27,304,2023/04/27 03:04:00+00,80,292.7,49.18
"POINT (107.38203 14.38853)",14.38853,107.38203,321.35,1,1,2023-04-27,304,2023/04/27 03:04:00+00,73,298.45,12.73
"POINT (105.4013 23.79899)",23.79899,105.4013,325.17,1.44,1.19,2023-04-27,304,2023/04/27 03:04:00+00,76,300.68,23.93
"POINT (108.90033 20.8116)",20.8116,108.90033,314.2,1,1,2023-04-27,304,2023/04/27 03:04:00+00,60,291.73,8.53
"POINT (105.62695 19.28957)",19.28957,105.62695,322.31,1.22,1.1,2023-04-27,304,2023/04/27 03:04:00+00,0,297.17,14.53
"POINT (107.38483 14.42619)",14.42619,107.38483,336.49,1,1,2023-04-27,304,2023/04/27 03:04:00+00,87,298.79,32.05
"POINT (107.37578 14.42751)",14.42751,107.37578,315.2,1,1,2023-04-27,304,2023/04/27 03:04:00+00,60,297.93,7.8
"POINT (107.39521 14.43371)",14.43371,107.39521,337.57,1,1,2023-04-27,304,2023/04/27 03:04:00+00,88,298.87,33.46
"POINT (107.38615 14.43503)",14.43503,107.38615,327.2,1,1,2023-04-27,304,2023/04/27 03:04:00+00,79,298.44,19.25
"POINT (108.04755 14.4756)",14.4756,108.04755,315.66,1.01,1,2023-04-27,304,2023/04/27 03:04:00+00,58,300.86,4.99
"POINT (106.26891 14.73233)",14.73233,106.26891,324.63,1.04,1.02,2023-04-27,304,2023/04/27 03:04:00+00,48,299.59,11.26
"POINT (107.29694 14.60347)",14.60347,107.29694,313.33,1,1,2023-04-27,304,2023/04/27 03:04:00+00,47,296.86,6.83
"POINT (106.35905 15.01438)",15.01438,106.35905,316.3,1.04,1.02,2023-04-27,304,2023/04/27 03:04:00+00,18,297.3,6.73
"POINT (106.03127 15.23549)",15.23549,106.03127,320.52,1.07,1.03,2023-04-27,304,2023/04/27 03:04:00+00,58,296.27,13.01
"POINT (107.08732 15.13288)",15.13288,107.08732,320.46,1.01,1,2023-04-27,304,2023/04/27 03:04:00+00,46,302.89,9.14
"POINT (107.31415 15.15454)",15.15454,107.31415,320.55,1,1,2023-04-27,304,2023/04/27 03:04:00+00,19,304.44,11.26
"POINT (106.90427 15.25109)",15.25109,106.90427,315.79,1.02,1.01,2023-04-27,304,2023/04/27 03:04:00+00,59,298.15,6.95
"POINT (108.29748 15.1681)",15.1681,108.29748,312.46,1.01,1.01,2023-04-27,304,2023/04/27 03:04:00+00,53,294.51,6.83
"POINT (106.1331 15.6727)",15.6727,106.1331,328.08,1.07,1.03,2023-04-27,304,2023/04/27 03:04:00+00,59,302.8,10.23
"POINT (107.9621 12.07894)",12.07894,107.9621,313.76,1.03,1.01,2023-04-27,306,2023/04/27 03:06:00+00,43,293.82,6.03
"POINT (106.97569 11.97442)",11.97442,106.97569,315.38,1,1,2023-04-27,306,2023/04/27 03:06:00+00,53,296.91,6.33
"POINT (106.98466 11.9731)",11.9731,106.98466,322.64,1,1,2023-04-27,306,2023/04/27 03:06:00+00,72,297.62,12.87
"POINT (104.1954 12.22772)",12.22772,104.1954,319.87,1.22,1.1,2023-04-27,306,2023/04/27 03:06:00+00,67,297.91,8.33
"POINT (106.41428 11.79891)",11.79891,106.41428,315.69,1.01,1,2023-04-27,306,2023/04/27 03:06:00+00,29,287.79,8.71
"POINT (106.92206 11.44868)",11.44868,106.92206,324.07,1,1,2023-04-27,306,2023/04/27 03:06:00+00,74,301.54,11.15
"POINT (106.91704 11.39321)",11.39321,106.91704,316.92,1,1,2023-04-27,306,2023/04/27 03:06:00+00,56,299.48,6.18
"POINT (106.44675 11.35123)",11.35123,106.44675,320.6,1,1,2023-04-27,306,2023/04/27 03:06:00+00,46,297.2,8.35
"POINT (107.90248 10.97998)",10.97998,107.90248,328.04,1.04,1.02,2023-04-27,306,2023/04/27 03:06:00+00,74,303.15,11.67
"POINT (107.91837 10.95921)",10.95921,107.91837,330.23,1.04,1.02,2023-04-27,306,2023/04/27 03:06:00+00,78,300.53,16.14
"POINT (106.37404 10.93664)",10.93664,106.37404,316.69,1,1,2023-04-27,306,2023/04/27 03:06:00+00,34,294.45,5.53
"POINT (107.67126 10.67259)",10.67259,107.67126,322.88,1.03,1.01,2023-04-27,306,2023/04/27 03:06:00+00,54,301.5,6.69
"POINT (106.13013 10.79647)",10.79647,106.13013,324.66,1.01,1,2023-04-27,306,2023/04/27 03:06:00+00,74,289.92,14.59
"POINT (106.66935 10.66407)",10.66407,106.66935,326.4,1,1,2023-04-27,306,2023/04/27 03:06:00+00,55,305.36,13.39
"POINT (105.86111 9.78446)",9.78446,105.86111,312.19,1.01,1,2023-04-27,306,2023/04/27 03:06:00+00,58,285.76,6.79
"POINT (107.74345 14.02266)",14.02266,107.74345,324.69,1,1,2023-04-27,306,2023/04/27 03:06:00+00,75,302.52,13.35
"POINT (102.52013 14.66976)",14.66976,102.52013,326.64,1.7,1.28,2023-04-27,306,2023/04/27 03:06:00+00,74,298.37,19.73
"POINT (106.93677 14.05681)",14.05681,106.93677,326.98,1.01,1,2023-04-27,306,2023/04/27 03:06:00+00,49,303.26,15.34
"POINT (106.53792 14.05797)",14.05797,106.53792,325.51,1.02,1.01,2023-04-27,306,2023/04/27 03:06:00+00,53,300.91,13.08
"POINT (104.7374 14.20745)",14.20745,104.7374,322.36,1.2,1.09,2023-04-27,306,2023/04/27 03:06:00+00,53,296.04,9.54
"POINT (107.89041 13.62264)",13.62264,107.89041,326.2,1.01,1,2023-04-27,306,2023/04/27 03:06:00+00,62,304.72,9.11
"POINT (106.52884 13.73718)",13.73718,106.52884,320.44,1.02,1.01,2023-04-27,306,2023/04/27 03:06:00+00,19,301.16,5.9
"POINT (106.64426 13.69351)",13.69351,106.64426,328.42,1.01,1.01,2023-04-27,306,2023/04/27 03:06:00+00,61,305.54,11.07
"POINT (100.30349 14.45318)",14.45318,100.30349,319.35,2.51,1.52,2023-04-27,306,2023/04/27 03:06:00+00,67,293.47,26.67
"POINT (106.14759 13.69881)",13.69881,106.14759,332.09,1.04,1.02,2023-04-27,306,2023/04/27 03:06:00+00,74,305.51,13.52
"POINT (106.15697 13.69749)",13.69749,106.15697,328.93,1.04,1.02,2023-04-27,306,2023/04/27 03:06:00+00,0,304.35,10.63
"POINT (106.14629 13.6898)",13.6898,106.14629,332.61,1.04,1.02,2023-04-27,306,2023/04/27 03:06:00+00,75,305.8,14.56
"POINT (106.15567 13.68849)",13.68849,106.15567,329.39,1.04,1.02,2023-04-27,306,2023/04/27 03:06:00+00,0,305.21,11.35
"POINT (105.89874 13.62306)",13.62306,105.89874,326.97,1.05,1.03,2023-04-27,306,2023/04/27 03:06:00+00,71,304.2,7.59
"POINT (107.06004 13.42939)",13.42939,107.06004,330.09,1,1,2023-04-27,306,2023/04/27 03:06:00+00,74,307.05,11.56
"POINT (106.5918 13.37755)",13.37755,106.5918,333.85,1.01,1.01,2023-04-27,306,2023/04/27 03:06:00+00,80,304.66,19.08
"POINT (105.86335 13.46224)",13.46224,105.86335,328.86,1.05,1.03,2023-04-27,306,2023/04/27 03:06:00+00,75,303.65,11.84
"POINT (105.99437 13.40694)",13.40694,105.99437,322.23,1.04,1.02,2023-04-27,306,2023/04/27 03:06:00+00,49,301.51,5.89
"POINT (106.16314 13.38293)",13.38293,106.16314,329.95,1.03,1.02,2023-04-27,306,2023/04/27 03:06:00+00,76,303.5,17.05
"POINT (105.85384 13.27933)",13.27933,105.85384,327.3,1.05,1.02,2023-04-27,306,2023/04/27 03:06:00+00,52,302.85,11.59
"POINT (105.05842 13.26226)",13.26226,105.05842,323.51,1.13,1.06,2023-04-27,306,2023/04/27 03:06:00+00,59,295.42,11.62
"POINT (106.271 13.08188)",13.08188,106.271,333.47,1.02,1.01,2023-04-27,306,2023/04/27 03:06:00+00,82,306.91,14.95
"POINT (105.43034 13.15392)",13.15392,105.43034,320.93,1.09,1.04,2023-04-27,306,2023/04/27 03:06:00+00,32,300.68,9.72
"POINT (107.84422 12.74262)",12.74262,107.84422,320.79,1.01,1.01,2023-04-27,306,2023/04/27 03:06:00+00,51,299.67,5.87
"POINT (104.9565 13.09798)",13.09798,104.9565,334.02,1.14,1.06,2023-04-27,306,2023/04/27 03:06:00+00,83,297.04,31.96
"POINT (104.96676 13.0966)",13.0966,104.96676,329.44,1.14,1.06,2023-04-27,306,2023/04/27 03:06:00+00,78,296.73,24.2
"POINT (104.95954 13.0919)",13.0919,104.95954,359.86,1.14,1.06,2023-04-27,306,2023/04/27 03:06:00+00,99,298.28,93.58
"POINT (104.96979 13.09047)",13.09047,104.96979,326.34,1.13,1.06,2023-04-27,306,2023/04/27 03:06:00+00,73,295.58,18.83
"POINT (108.33843 12.55825)",12.55825,108.33843,317.1,1.04,1.02,2023-04-27,306,2023/04/27 03:06:00+00,54,297.87,7.48
"POINT (107.77805 12.34679)",12.34679,107.77805,315.34,1.02,1.01,2023-04-27,306,2023/04/27 03:06:00+00,58,294.01,7.83
"POINT (104.64796 12.56337)",12.56337,104.64796,322.28,1.16,1.07,2023-04-27,306,2023/04/27 03:06:00+00,41,299.51,12.41
"POINT (108.98135 1.17424)",1.17424,108.98135,308.36,1.55,1.23,2023-04-27,308,2023/04/27 03:08:00+00,44,284.72,6.93
"POINT (105.42984 -6.09666)",-6.09666,105.42984,314.76,1.15,1.07,2023-04-27,313,2023/04/27 03:13:00+00,58,294.77,10.02
"POINT (88.48039 29.16078)",29.16078,88.48039,321.48,1.11,1.05,2023-04-27,440,2023/04/27 04:40:00+00,71,302.68,9.01
"POINT (88.53017 29.18115)",29.18115,88.53017,321.27,1.11,1.05,2023-04-27,440,2023/04/27 04:40:00+00,72,303.02,8.47
"POINT (88.53197 29.19036)",29.19036,88.53197,319.9,1.11,1.05,2023-04-27,440,2023/04/27 04:40:00+00,35,301.73,7.82
"POINT (91.23521 29.63313)",29.63313,91.23521,322.25,1.53,1.22,2023-04-27,440,2023/04/27 04:40:00+00,33,300.15,20.83
"POINT (91.21204 29.67042)",29.67042,91.21204,320.36,1.52,1.22,2023-04-27,440,2023/04/27 04:40:00+00,76,301.06,15.66
"POINT (88.47836 29.15163)",29.15163,88.47836,321.2,1.11,1.05,2023-04-27,440,2023/04/27 04:40:00+00,60,301.71,9.37
"POINT (89.75867 25.98446)",25.98446,89.75867,315.94,1.43,1.18,2023-04-27,442,2023/04/27 04:42:00+00,43,302.25,12.14
"POINT (95.77966 24.83134)",24.83134,95.77966,316.04,4.03,1.86,2023-04-27,442,2023/04/27 04:42:00+00,70,295.96,60.36
"POINT (93.95464 20.04326)",20.04326,93.95464,313.7,3.82,1.83,2023-04-27,442,2023/04/27 04:42:00+00,59,297.74,37.42
"POINT (88.18266 22.56714)",22.56714,88.18266,322.04,1.31,1.14,2023-04-27,442,2023/04/27 04:42:00+00,61,302.53,12.63
"POINT (95.50874 22.74784)",22.74784,95.50874,320.38,4.31,1.92,2023-04-27,442,2023/04/27 04:42:00+00,51,298.61,72.62
"POINT (89.75992 24.34693)",24.34693,89.75992,318.22,1.54,1.22,2023-04-27,442,2023/04/27 04:42:00+00,0,298.64,14.33
"POINT (89.7051 24.64577)",24.64577,89.7051,323.22,1.5,1.21,2023-04-27,442,2023/04/27 04:42:00+00,0,306.52,19.43
"POINT (89.66616 24.71234)",24.71234,89.66616,323.64,1.49,1.21,2023-04-27,442,2023/04/27 04:42:00+00,0,307.43,22.61
"POINT (128.17072 -3.70835)",-3.70835,128.17072,313.3,1.5,1.21,2023-04-27,459,2023/04/27 04:59:00+00,36,294.34,11.94
"POINT (128.9599 -3.30363)",-3.30363,128.9599,314.72,1.31,1.13,2023-04-27,459,2023/04/27 04:59:00+00,28,295.17,10.61
"POINT (125.25159 8.24196)",8.24196,125.25159,313,1.58,1.24,2023-04-27,504,2023/04/27 05:04:00+00,52,291.43,14.55
"POINT (125.62889 8.00202)",8.00202,125.62889,307.91,1.5,1.21,2023-04-27,504,2023/04/27 05:04:00+00,40,287.56,11.07
"POINT (121.32082 17.67001)",17.67001,121.32082,310.99,2.09,1.41,2023-04-27,506,2023/04/27 05:06:00+00,28,291.36,17.76
"POINT (121.29607 17.62382)",17.62382,121.29607,311.45,2.1,1.41,2023-04-27,506,2023/04/27 05:06:00+00,49,290.52,18.67
"POINT (122.13802 17.00938)",17.00938,122.13802,333.89,1.87,1.34,2023-04-27,506,2023/04/27 05:06:00+00,86,298.84,70.08
"POINT (122.15478 17.01235)",17.01235,122.15478,318.77,1.86,1.33,2023-04-27,506,2023/04/27 05:06:00+00,57,297.43,27.27
"POINT (121.82418 16.57091)",16.57091,121.82418,313.48,2.01,1.38,2023-04-27,506,2023/04/27 05:06:00+00,62,294.23,14.1
"POINT (121.42432 18.08465)",18.08465,121.42432,316.54,2.01,1.38,2023-04-27,506,2023/04/27 05:06:00+00,70,293.73,24.6
"POINT (121.46227 17.95695)",17.95695,121.46227,310.44,2.01,1.38,2023-04-27,506,2023/04/27 05:06:00+00,23,294.02,13.28
"POINT (120.92736 17.84815)",17.84815,120.92736,316.39,2.22,1.44,2023-04-27,506,2023/04/27 05:06:00+00,53,292.96,30.63
"POINT (120.94843 17.85197)",17.85197,120.94843,339.39,2.21,1.44,2023-04-27,506,2023/04/27 05:06:00+00,90,292.08,121.9
"POINT (120.95961 17.78824)",17.78824,120.95961,319.11,2.21,1.44,2023-04-27,506,2023/04/27 05:06:00+00,68,294.01,37.78
"POINT (120.08122 15.81651)",15.81651,120.08122,314.29,2.83,1.61,2023-04-27,506,2023/04/27 05:06:00+00,59,294.39,34.29
"POINT (120.96729 17.78866)",17.78866,120.96729,322.55,2.21,1.44,2023-04-27,506,2023/04/27 05:06:00+00,76,293.75,51.58
"POINT (121.87338 29.88462)",29.88462,121.87338,319.98,1.17,1.08,2023-04-27,508,2023/04/27 05:08:00+00,45,301.16,12.32
"POINT (121.41678 29.70445)",29.70445,121.41678,319.9,1.24,1.1,2023-04-27,508,2023/04/27 05:08:00+00,53,302.47,13.07
"POINT (121.44181 29.79193)",29.79193,121.44181,317.77,1.23,1.1,2023-04-27,508,2023/04/27 05:08:00+00,63,302.44,11.12
"POINT (121.47536 29.67411)",29.67411,121.47536,315.24,1.23,1.1,2023-04-27,508,2023/04/27 05:08:00+00,65,300.56,10
"POINT (121.48774 29.67625)",29.67625,121.48774,312.96,1.23,1.1,2023-04-27,508,2023/04/27 05:08:00+00,51,300.13,8.17
"POINT (121.52132 29.60988)",29.60988,121.52132,309.38,1.22,1.1,2023-04-27,508,2023/04/27 05:08:00+00,16,297.59,7.41
"POINT (120.96654 29.48232)",29.48232,120.96654,314.15,1.31,1.14,2023-04-27,508,2023/04/27 05:08:00+00,37,300.75,8.48
"POINT (119.98534 29.23213)",29.23213,119.98534,311.31,1.52,1.22,2023-04-27,508,2023/04/27 05:08:00+00,50,296.94,7.21
"POINT (121.69298 29.23794)",29.23794,121.69298,314.01,1.22,1.1,2023-04-27,508,2023/04/27 05:08:00+00,42,299.14,9.33
"POINT (120.3577 27.16295)",27.16295,120.3577,310.1,1.58,1.24,2023-04-27,508,2023/04/27 05:08:00+00,22,295.13,12.41
"POINT (119.41282 29.52008)",29.52008,119.41282,306.64,1.63,1.26,2023-04-27,508,2023/04/27 05:08:00+00,25,292.37,6.58
"POINT (121.024 30.16292)",30.16292,121.024,322.77,1.27,1.12,2023-04-27,508,2023/04/27 05:08:00+00,40,306.15,14.39
"POINT (120.40477 30.157)",30.157,120.40477,321.23,1.38,1.16,2023-04-27,508,2023/04/27 05:08:00+00,34,303.17,14.54
"POINT (120.44178 30.1849)",30.1849,120.44178,324.13,1.37,1.16,2023-04-27,508,2023/04/27 05:08:00+00,68,301.03,17.99
"POINT (120.11816 30.50943)",30.50943,120.11816,316.49,1.41,1.18,2023-04-27,510,2023/04/27 05:10:00+00,33,300.73,12.34
"POINT (119.79046 30.31248)",30.31248,119.79046,315.45,1.49,1.2,2023-04-27,510,2023/04/27 05:10:00+00,72,301.99,15.44
"POINT (119.7755 30.30971)",30.30971,119.7755,315.88,1.49,1.21,2023-04-27,510,2023/04/27 05:10:00+00,72,301.14,15.97
"POINT (121.35423 30.77713)",30.77713,121.35423,313.5,1.2,1.09,2023-04-27,510,2023/04/27 05:10:00+00,31,300.32,7.31
"POINT (120.7146 30.68656)",30.68656,120.7146,316.26,1.3,1.13,2023-04-27,510,2023/04/27 05:10:00+00,51,299.54,11.1
"POINT (121.33528 30.80385)",30.80385,121.33528,316.5,1.2,1.09,2023-04-27,510,2023/04/27 05:10:00+00,63,301.13,9.85
"POINT (121.25912 30.80092)",30.80092,121.25912,313.33,1.21,1.09,2023-04-27,510,2023/04/27 05:10:00+00,47,300.82,7.74
"POINT (121.19704 30.79037)",30.79037,121.19704,312.83,1.22,1.1,2023-04-27,510,2023/04/27 05:10:00+00,61,299.21,8.07
"POINT (121.73485 30.91005)",30.91005,121.73485,316.04,1.15,1.07,2023-04-27,510,2023/04/27 05:10:00+00,33,299.46,7.23
"POINT (121.63709 30.9872)",30.9872,121.63709,313.1,1.16,1.07,2023-04-27,510,2023/04/27 05:10:00+00,39,297.38,5.12
"POINT (121.58953 30.97935)",30.97935,121.58953,317.52,1.16,1.07,2023-04-27,510,2023/04/27 05:10:00+00,47,301.95,9.34
"POINT (121.0372 30.88684)",30.88684,121.0372,318.57,1.24,1.11,2023-04-27,510,2023/04/27 05:10:00+00,44,301.38,11.51
"POINT (121.59541 30.98406)",30.98406,121.59541,314.27,1.16,1.07,2023-04-27,510,2023/04/27 05:10:00+00,60,300.41,7.1
"POINT (121.04444 30.88919)",30.88919,121.04444,317.85,1.24,1.11,2023-04-27,510,2023/04/27 05:10:00+00,43,301.67,10.77
"POINT (105.42522 -6.09983)",-6.09983,105.42522,320.05,1.21,1.09,2023-04-27,640,2023/04/27 06:40:00+00,72,300.4,16.16
"POINT (106.85993 -2.93897)",-2.93897,106.85993,309.4,1.01,1,2023-04-27,640,2023/04/27 06:40:00+00,61,289.41,5.02
"POINT (106.37503 -2.62207)",-2.62207,106.37503,311.88,1.03,1.01,2023-04-27,640,2023/04/27 06:40:00+00,47,289.95,5.68
"POINT (104.84491 10.26779)",10.26779,104.84491,319.41,1,1,2023-04-27,642,2023/04/27 06:42:00+00,46,295.93,7.22
"POINT (103.15869 3.36687)",3.36687,103.15869,312.12,1.25,1.11,2023-04-27,642,2023/04/27 06:42:00+00,68,288.25,9.32
"POINT (100.27174 7.91209)",7.91209,100.27174,314.12,1.68,1.27,2023-04-27,642,2023/04/27 06:42:00+00,60,291.65,10.52
"POINT (107.55899 10.59783)",10.59783,107.55899,323.35,1.25,1.11,2023-04-27,642,2023/04/27 06:42:00+00,56,300.32,10.37
"POINT (99.96169 8.28897)",8.28897,99.96169,317.59,1.74,1.29,2023-04-27,642,2023/04/27 06:42:00+00,74,289.67,21.02
"POINT (105.67297 9.30946)",9.30946,105.67297,319.54,1.02,1.01,2023-04-27,642,2023/04/27 06:42:00+00,34,297.08,6.65
"POINT (103.24671 2.89976)",2.89976,103.24671,312.93,1.25,1.11,2023-04-27,642,2023/04/27 06:42:00+00,71,286.6,9.44
"POINT (103.16975 3.36851)",3.36851,103.16975,313.13,1.24,1.11,2023-04-27,642,2023/04/27 06:42:00+00,69,289.68,10.53
