WKT,latitude,longitude,brightness,scan,track,acq_date,acq_time,acq_datetime,confidence,brightness_2,frp
"POINT (98.8742 22.31215)",22.31215,98.8742,314.65,1,1,2023-04-28,345,2023/04/28 03:45:00+00,53,298.5,8.45
"POINT (101.1788 21.93222)",21.93222,101.1788,310.37,1.13,1.06,2023-04-28,345,2023/04/28 03:45:00+00,52,296.79,5.76
"POINT (98.28272 22.05513)",22.05513,98.28272,321.33,1.01,1,2023-04-28,345,2023/04/28 03:45:00+00,33,305.4,7.37
"POINT (100.17142 21.77653)",21.77653,100.17142,317.54,1.04,1.02,2023-04-28,345,2023/04/28 03:45:00+00,58,303.26,8.91
"POINT (99.86978 21.76753)",21.76753,99.86978,312.97,1.03,1.01,2023-04-28,345,2023/04/28 03:45:00+00,51,299.67,6.92
"POINT (99.91135 21.613)",21.613,99.91135,314.97,1.03,1.01,2023-04-28,345,2023/04/28 03:45:00+00,46,301.04,6.44
"POINT (99.15099 21.67063)",21.67063,99.15099,324.57,1,1,2023-04-28,345,2023/04/28 03:45:00+00,75,301.77,14.8
"POINT (102.13875 20.97135)",20.97135,102.13875,312.1,1.31,1.13,2023-04-28,345,2023/04/28 03:45:00+00,62,297.67,7.92
"POINT (100.61269 21.18027)",21.18027,100.61269,313.9,1.09,1.04,2023-04-28,345,2023/04/28 03:45:00+00,49,300.83,8.47
"POINT (92.80482 22.04251)",22.04251,92.80482,321.69,1.97,1.37,2023-04-28,345,2023/04/28 03:45:00+00,62,300.38,26.74
"POINT (97.19301 21.4514)",21.4514,97.19301,327.11,1.06,1.03,2023-04-28,345,2023/04/28 03:45:00+00,67,306.95,11.76
"POINT (93.67784 21.85688)",21.85688,93.67784,320.68,1.69,1.28,2023-04-28,345,2023/04/28 03:45:00+00,12,303.94,15.94
"POINT (92.28626 21.96551)",21.96551,92.28626,322.03,2.15,1.42,2023-04-28,345,2023/04/28 03:45:00+00,67,301.68,24.88
"POINT (92.30788 21.9632)",21.9632,92.30788,331.73,2.14,1.42,2023-04-28,345,2023/04/28 03:45:00+00,81,302.14,59
"POINT (100.66938 20.85801)",20.85801,100.66938,318.92,1.1,1.05,2023-04-28,345,2023/04/28 03:45:00+00,70,301.46,11.26
"POINT (101.50533 20.68534)",20.68534,101.50533,349.7,1.22,1.1,2023-04-28,345,2023/04/28 03:45:00+00,95,301.33,69.9
"POINT (101.51678 20.68346)",20.68346,101.51678,362.33,1.22,1.1,2023-04-28,345,2023/04/28 03:45:00+00,100,301.15,111.6
"POINT (97.05725 21.34047)",21.34047,97.05725,338.22,1.07,1.03,2023-04-28,345,2023/04/28 03:45:00+00,84,309.13,26.89
"POINT (97.06734 21.33912)",21.33912,97.06734,336.26,1.07,1.03,2023-04-28,345,2023/04/28 03:45:00+00,82,310.53,23.33
"POINT (101.50403 20.67562)",20.67562,101.50403,323.35,1.22,1.1,2023-04-28,345,2023/04/28 03:45:00+00,77,300.5,16
"POINT (101.51539 20.67375)",20.67375,101.51539,338.03,1.22,1.1,2023-04-28,345,2023/04/28 03:45:00+00,89,299.7,42.01
"POINT (100.30543 20.84102)",20.84102,100.30543,318.95,1.07,1.03,2023-04-28,345,2023/04/28 03:45:00+00,61,300.55,9.12
"POINT (100.30401 20.8319)",20.8319,100.30401,316.68,1.07,1.03,2023-04-28,345,2023/04/28 03:45:00+00,36,300.62,6.32
"POINT (93.69321 21.67246)",21.67246,93.69321,322.11,1.68,1.27,2023-04-28,345,2023/04/28 03:45:00+00,40,304.97,18.72
"POINT (102.98382 20.32167)",20.32167,102.98382,334.1,1.52,1.22,2023-04-28,345,2023/04/28 03:45:00+00,87,294.02,49.49
"POINT (102.99901 20.31901)",20.31901,102.99901,323.63,1.52,1.22,2023-04-28,345,2023/04/28 03:45:00+00,68,292.33,25.35
"POINT (102.97731 20.31821)",20.31821,102.97731,318.54,1.52,1.22,2023-04-28,345,2023/04/28 03:45:00+00,71,293.24,16.42
"POINT (102.99241 20.31568)",20.31568,102.99241,336.29,1.52,1.22,2023-04-28,345,2023/04/28 03:45:00+00,88,292.98,55.94
